"","Predicted value","True value","Celltype","Normalization method","Deconvolution method"
"1","0.234075164778112","0.21","Neu","none","emeth_normal"
"2","0.185244373342707","0.15","NK","none","emeth_normal"
"3","0.184866747581227","0.19","Bcell","none","emeth_normal"
"4","0.067049275516127","0.07","CD4T","none","emeth_normal"
"5","0.121721350929409","0.19","CD8T","none","emeth_normal"
"6","0.207043087852417","0.19","Mono","none","emeth_normal"
"7","0.715701192243611","0.7","Neu","none","emeth_normal"
"8","0.025236577169251","0.02","NK","none","emeth_normal"
"9","0.045399401744693","0.04","Bcell","none","emeth_normal"
"10","0.158694559586285","0.15","CD4T","none","emeth_normal"
"11","0","0.04","CD8T","none","emeth_normal"
"12","0.0549682692561595","0.05","Mono","none","emeth_normal"
"13","0.757068856854944","0.73","Neu","none","emeth_normal"
"14","1.09270479724125e-20","0","NK","none","emeth_normal"
"15","0.00571450576970855","0.02","Bcell","none","emeth_normal"
"16","0.0863509845761394","0.09","CD4T","none","emeth_normal"
"17","0.0442079099580136","0.06","CD8T","none","emeth_normal"
"18","0.106657742841194","0.1","Mono","none","emeth_normal"
"19","0.652934729511589","0.63","Neu","none","emeth_normal"
"20","0.0098753071140382","0.02","NK","none","emeth_normal"
"21","1.33474604255922e-20","0.01","Bcell","none","emeth_normal"
"22","0.155334630994506","0.16","CD4T","none","emeth_normal"
"23","0.112889530463613","0.11","CD8T","none","emeth_normal"
"24","0.0689658019162535","0.07","Mono","none","emeth_normal"
"25","0.124533042272139","0.11","Neu","none","emeth_normal"
"26","0.191860472799835","0.15","NK","none","emeth_normal"
"27","0.0652028102407621","0.07","Bcell","none","emeth_normal"
"28","0.160857200509465","0.16","CD4T","none","emeth_normal"
"29","0.214737132423026","0.29","CD8T","none","emeth_normal"
"30","0.242809341754773","0.22","Mono","none","emeth_normal"
"31","0.70227166493869","0.67","Neu","none","emeth_normal"
"32","0.0461524342219979","0.03","NK","none","emeth_normal"
"33","0.016078189286127","0.02","Bcell","none","emeth_normal"
"34","0.165373072880847","0.14","CD4T","none","emeth_normal"
"35","-1.03317328398168e-18","0.08","CD8T","none","emeth_normal"
"36","0.0701246386723379","0.06","Mono","none","emeth_normal"
"37","0.255796315566393","0.23","Neu","none","emeth_normal"
"38","0.136553289674959","0.11","NK","none","emeth_normal"
"39","0.0741545376442529","0.08","Bcell","none","emeth_normal"
"40","0.0432029545960996","0.06","CD4T","none","emeth_normal"
"41","0.280003560010029","0.33","CD8T","none","emeth_normal"
"42","0.210289342508267","0.19","Mono","none","emeth_normal"
"43","0.670299382109873","0.66","Neu","none","emeth_normal"
"44","0.0784201792824541","0.07","NK","none","emeth_normal"
"45","0.0543462593488532","0.06","Bcell","none","emeth_normal"
"46","0.127279128452622","0.12","CD4T","none","emeth_normal"
"47","0.0281264582963093","0.05","CD8T","none","emeth_normal"
"48","0.0415285925098889","0.04","Mono","none","emeth_normal"
"49","0.76824235422505","0.75","Neu","none","emeth_normal"
"50","0.0327188066873902","0.04","NK","none","emeth_normal"
"51","-8.12823365046133e-19","0.01","Bcell","none","emeth_normal"
"52","0.131945761055589","0.13","CD4T","none","emeth_normal"
"53","0.0178173855236284","0.02","CD8T","none","emeth_normal"
"54","0.0492756925083427","0.05","Mono","none","emeth_normal"
"55","0.190365102686109","0.17","Neu","none","emeth_normal"
"56","0.254536874216905","0.22","NK","none","emeth_normal"
"57","0.196844694046755","0.2","Bcell","none","emeth_normal"
"58","0.105277286168086","0.11","CD4T","none","emeth_normal"
"59","0.149944993956665","0.2","CD8T","none","emeth_normal"
"60","0.103031048925481","0.1","Mono","none","emeth_normal"
"61","0.0635606688504129","0.06","Neu","none","emeth_normal"
"62","0.177832502932423","0.15","NK","none","emeth_normal"
"63","0.246624513969828","0.26","Bcell","none","emeth_normal"
"64","0.196073283635537","0.18","CD4T","none","emeth_normal"
"65","0.0794946941283196","0.13","CD8T","none","emeth_normal"
"66","0.23641433648348","0.22","Mono","none","emeth_normal"
"67","0.272744631186414","0.25","Neu","none","emeth_normal"
"68","0.134076823462858","0.12","NK","none","emeth_normal"
"69","0.154428911854687","0.16","Bcell","none","emeth_normal"
"70","0.126373587767597","0.13","CD4T","none","emeth_normal"
"71","0.0827201474978294","0.11","CD8T","none","emeth_normal"
"72","0.229655898230615","0.23","Mono","none","emeth_normal"
"73","0.231061574172765","0.21","Neu","none","emeth_laplace"
"74","0.17338102681753","0.15","NK","none","emeth_laplace"
"75","0.174452791193972","0.19","Bcell","none","emeth_laplace"
"76","0.0446788094389777","0.07","CD4T","none","emeth_laplace"
"77","0.161899020791186","0.19","CD8T","none","emeth_laplace"
"78","0.214526777585569","0.19","Mono","none","emeth_laplace"
"79","0.731162399355963","0.7","Neu","none","emeth_laplace"
"80","0","0.02","NK","none","emeth_laplace"
"81","0.0190987983593732","0.04","Bcell","none","emeth_laplace"
"82","0.161523129738853","0.15","CD4T","none","emeth_laplace"
"83","0.0403452173766473","0.04","CD8T","none","emeth_laplace"
"84","0.0478704551691636","0.05","Mono","none","emeth_laplace"
"85","0.750666268123672","0.73","Neu","none","emeth_laplace"
"86","0","0","NK","none","emeth_laplace"
"87","0.00701184308510634","0.02","Bcell","none","emeth_laplace"
"88","0.0810953328134047","0.09","CD4T","none","emeth_laplace"
"89","0.0526077506909008","0.06","CD8T","none","emeth_laplace"
"90","0.108618805286917","0.1","Mono","none","emeth_laplace"
"91","0.647725223173061","0.63","Neu","none","emeth_laplace"
"92","0.0150560764927446","0.02","NK","none","emeth_laplace"
"93","0.000688941627928513","0.01","Bcell","none","emeth_laplace"
"94","0.163852081643422","0.16","CD4T","none","emeth_laplace"
"95","0.10593860219474","0.11","CD8T","none","emeth_laplace"
"96","0.066739074868103","0.07","Mono","none","emeth_laplace"
"97","0.116066823859828","0.11","Neu","none","emeth_laplace"
"98","0.173923436660496","0.15","NK","none","emeth_laplace"
"99","0.0532201780089514","0.07","Bcell","none","emeth_laplace"
"100","0.152088139800236","0.16","CD4T","none","emeth_laplace"
"101","0.257657752001109","0.29","CD8T","none","emeth_laplace"
"102","0.24704366966938","0.22","Mono","none","emeth_laplace"
"103","0.711964989034319","0.67","Neu","none","emeth_laplace"
"104","0.0197183561891737","0.03","NK","none","emeth_laplace"
"105","0","0.02","Bcell","none","emeth_laplace"
"106","0.14413835266643","0.14","CD4T","none","emeth_laplace"
"107","0.0638245334467413","0.08","CD8T","none","emeth_laplace"
"108","0.0603537686633361","0.06","Mono","none","emeth_laplace"
"109","0.249129087270915","0.23","Neu","none","emeth_laplace"
"110","0.126015641875585","0.11","NK","none","emeth_laplace"
"111","0.0719788491735851","0.08","Bcell","none","emeth_laplace"
"112","0.0209470818154314","0.06","CD4T","none","emeth_laplace"
"113","0.317302543317574","0.33","CD8T","none","emeth_laplace"
"114","0.21462679654691","0.19","Mono","none","emeth_laplace"
"115","0.665408120395983","0.66","Neu","none","emeth_laplace"
"116","0.0724826000678827","0.07","NK","none","emeth_laplace"
"117","0.0518147432621858","0.06","Bcell","none","emeth_laplace"
"118","0.128756740358397","0.12","CD4T","none","emeth_laplace"
"119","0.035639224061359","0.05","CD8T","none","emeth_laplace"
"120","0.0458985718541924","0.04","Mono","none","emeth_laplace"
"121","0.765205592688437","0.75","Neu","none","emeth_laplace"
"122","0.0350478759761482","0.04","NK","none","emeth_laplace"
"123","0","0.01","Bcell","none","emeth_laplace"
"124","0.13633006573783","0.13","CD4T","none","emeth_laplace"
"125","0.0137537296962127","0.02","CD8T","none","emeth_laplace"
"126","0.0496627359013723","0.05","Mono","none","emeth_laplace"
"127","0.185795346327156","0.17","Neu","none","emeth_laplace"
"128","0.238072759869771","0.22","NK","none","emeth_laplace"
"129","0.192288826969091","0.2","Bcell","none","emeth_laplace"
"130","0.0993701968396233","0.11","CD4T","none","emeth_laplace"
"131","0.1766863737261","0.2","CD8T","none","emeth_laplace"
"132","0.107786496268258","0.1","Mono","none","emeth_laplace"
"133","0.0581092682635571","0.06","Neu","none","emeth_laplace"
"134","0.163077586536482","0.15","NK","none","emeth_laplace"
"135","0.245954288323238","0.26","Bcell","none","emeth_laplace"
"136","0.180301169818213","0.18","CD4T","none","emeth_laplace"
"137","0.113355530193156","0.13","CD8T","none","emeth_laplace"
"138","0.239202156865354","0.22","Mono","none","emeth_laplace"
"139","0.273107691838083","0.25","Neu","none","emeth_laplace"
"140","0.124006045524442","0.12","NK","none","emeth_laplace"
"141","0.146691987951395","0.16","Bcell","none","emeth_laplace"
"142","0.123448870510366","0.13","CD4T","none","emeth_laplace"
"143","0.107166888629982","0.11","CD8T","none","emeth_laplace"
"144","0.225578515545732","0.23","Mono","none","emeth_laplace"
"145","0.236796809441957","0.21","Neu","none","emeth_binom"
"146","0.188910015453315","0.15","NK","none","emeth_binom"
"147","0.187136956657403","0.19","Bcell","none","emeth_binom"
"148","0.0642188257717333","0.07","CD4T","none","emeth_binom"
"149","0.120452934640147","0.19","CD8T","none","emeth_binom"
"150","0.202484458035445","0.19","Mono","none","emeth_binom"
"151","0.718297303271979","0.7","Neu","none","emeth_binom"
"152","0.02546432951972","0.02","NK","none","emeth_binom"
"153","0.046263503480202","0.04","Bcell","none","emeth_binom"
"154","0.163763888201584","0.15","CD4T","none","emeth_binom"
"155","0","0.04","CD8T","none","emeth_binom"
"156","0.0462109755265152","0.05","Mono","none","emeth_binom"
"157","0.753276711929601","0.73","Neu","none","emeth_binom"
"158","-1.07128803030986e-19","0","NK","none","emeth_binom"
"159","0.00623710785865478","0.02","Bcell","none","emeth_binom"
"160","0.0887362612333701","0.09","CD4T","none","emeth_binom"
"161","0.0459867727945104","0.06","CD8T","none","emeth_binom"
"162","0.105763146183864","0.1","Mono","none","emeth_binom"
"163","0.651047562152983","0.63","Neu","none","emeth_binom"
"164","0.0101280478145849","0.02","NK","none","emeth_binom"
"165","-1.09669054486406e-19","0.01","Bcell","none","emeth_binom"
"166","0.15780184946172","0.16","CD4T","none","emeth_binom"
"167","0.11516686427094","0.11","CD8T","none","emeth_binom"
"168","0.0658556762997725","0.07","Mono","none","emeth_binom"
"169","0.124857795857782","0.11","Neu","none","emeth_binom"
"170","0.193829286936476","0.15","NK","none","emeth_binom"
"171","0.0656125265910623","0.07","Bcell","none","emeth_binom"
"172","0.161076340446867","0.16","CD4T","none","emeth_binom"
"173","0.212869419897678","0.29","CD8T","none","emeth_binom"
"174","0.241754630270136","0.22","Mono","none","emeth_binom"
"175","0.70393461046309","0.67","Neu","none","emeth_binom"
"176","0.0473985744616629","0.03","NK","none","emeth_binom"
"177","0.0164241426846993","0.02","Bcell","none","emeth_binom"
"178","0.170106344929276","0.14","CD4T","none","emeth_binom"
"179","0","0.08","CD8T","none","emeth_binom"
"180","0.062136327461272","0.06","Mono","none","emeth_binom"
"181","0.256437080232168","0.23","Neu","none","emeth_binom"
"182","0.137221615820991","0.11","NK","none","emeth_binom"
"183","0.074353488968088","0.08","Bcell","none","emeth_binom"
"184","0.0433156796247752","0.06","CD4T","none","emeth_binom"
"185","0.281066825255254","0.33","CD8T","none","emeth_binom"
"186","0.207605310098723","0.19","Mono","none","emeth_binom"
"187","0.667110971361647","0.66","Neu","none","emeth_binom"
"188","0.080005216639741","0.07","NK","none","emeth_binom"
"189","0.0546829730266324","0.06","Bcell","none","emeth_binom"
"190","0.128990176508697","0.12","CD4T","none","emeth_binom"
"191","0.030588081291279","0.05","CD8T","none","emeth_binom"
"192","0.0386225811720031","0.04","Mono","none","emeth_binom"
"193","0.765099880689633","0.75","Neu","none","emeth_binom"
"194","0.0337979156627603","0.04","NK","none","emeth_binom"
"195","-1.05859091175899e-19","0.01","Bcell","none","emeth_binom"
"196","0.13495866268077","0.13","CD4T","none","emeth_binom"
"197","0.0194743773575661","0.02","CD8T","none","emeth_binom"
"198","0.0466691636092711","0.05","Mono","none","emeth_binom"
"199","0.191607384518969","0.17","Neu","none","emeth_binom"
"200","0.256688756679811","0.22","NK","none","emeth_binom"
"201","0.198503106610587","0.2","Bcell","none","emeth_binom"
"202","0.103784619323395","0.11","CD4T","none","emeth_binom"
"203","0.149721302667864","0.2","CD8T","none","emeth_binom"
"204","0.0996948301993735","0.1","Mono","none","emeth_binom"
"205","0.0634847834193954","0.06","Neu","none","emeth_binom"
"206","0.179308107563605","0.15","NK","none","emeth_binom"
"207","0.250035016342438","0.26","Bcell","none","emeth_binom"
"208","0.197470223504126","0.18","CD4T","none","emeth_binom"
"209","0.0757838191994295","0.13","CD8T","none","emeth_binom"
"210","0.233918049971006","0.22","Mono","none","emeth_binom"
"211","0.273776224443553","0.25","Neu","none","emeth_binom"
"212","0.135877892463164","0.12","NK","none","emeth_binom"
"213","0.154614005917196","0.16","Bcell","none","emeth_binom"
"214","0.125729237098712","0.13","CD4T","none","emeth_binom"
"215","0.0836215491087365","0.11","CD8T","none","emeth_binom"
"216","0.226381090968638","0.23","Mono","none","emeth_binom"
"217","0.224484519951418","0.21","Neu","none","nnls"
"218","0.164927670361744","0.15","NK","none","nnls"
"219","0.171287454611343","0.19","Bcell","none","nnls"
"220","0.0444092888898675","0.07","CD4T","none","nnls"
"221","0.163220909168231","0.19","CD8T","none","nnls"
"222","0.201907283780723","0.19","Mono","none","nnls"
"223","0.702638618268322","0.7","Neu","none","nnls"
"224","0","0.02","NK","none","nnls"
"225","0.0198675623605514","0.04","Bcell","none","nnls"
"226","0.153582706951735","0.15","CD4T","none","nnls"
"227","0.0276592200303291","0.04","CD8T","none","nnls"
"228","0.0473831668225176","0.05","Mono","none","nnls"
"229","0.756610695584858","0.73","Neu","none","nnls"
"230","0","0","NK","none","nnls"
"231","0.00563424449130756","0.02","Bcell","none","nnls"
"232","0.0864808942652644","0.09","CD4T","none","nnls"
"233","0.0444381325916235","0.06","CD8T","none","nnls"
"234","0.106713925033095","0.1","Mono","none","nnls"
"235","0.652780779028297","0.63","Neu","none","nnls"
"236","0.00754263188914068","0.02","NK","none","nnls"
"237","0","0.01","Bcell","none","nnls"
"238","0.15338426237872","0.16","CD4T","none","nnls"
"239","0.115728846132441","0.11","CD8T","none","nnls"
"240","0.0680226095522228","0.07","Mono","none","nnls"
"241","0.113945049640757","0.11","Neu","none","nnls"
"242","0.174284970892019","0.15","NK","none","nnls"
"243","0.0527400697593414","0.07","Bcell","none","nnls"
"244","0.144925642908847","0.16","CD4T","none","nnls"
"245","0.248445663910346","0.29","CD8T","none","nnls"
"246","0.240760175161431","0.22","Mono","none","nnls"
"247","0.688079752357652","0.67","Neu","none","nnls"
"248","0.00477892155247386","0.03","NK","none","nnls"
"249","0","0.02","Bcell","none","nnls"
"250","0.135375690777975","0.14","CD4T","none","nnls"
"251","0.0636221556965191","0.08","CD8T","none","nnls"
"252","0.0616835398336891","0.06","Mono","none","nnls"
"253","0.249985883255283","0.23","Neu","none","nnls"
"254","0.126362279573766","0.11","NK","none","nnls"
"255","0.0665692630268043","0.08","Bcell","none","nnls"
"256","0.0339956072925045","0.06","CD4T","none","nnls"
"257","0.300560982152666","0.33","CD8T","none","nnls"
"258","0.207831032692642","0.19","Mono","none","nnls"
"259","0.666305775467829","0.66","Neu","none","nnls"
"260","0.0709190505176046","0.07","NK","none","nnls"
"261","0.0492263849252222","0.06","Bcell","none","nnls"
"262","0.121364820473494","0.12","CD4T","none","nnls"
"263","0.0420054997604283","0.05","CD8T","none","nnls"
"264","0.0401192031708983","0.04","Mono","none","nnls"
"265","0.767637827582954","0.75","Neu","none","nnls"
"266","0.0299161653595477","0.04","NK","none","nnls"
"267","0","0.01","Bcell","none","nnls"
"268","0.13012927552847","0.13","CD4T","none","nnls"
"269","0.02166020712486","0.02","CD8T","none","nnls"
"270","0.0476991183170761","0.05","Mono","none","nnls"
"271","0.181899244433731","0.17","Neu","none","nnls"
"272","0.239810766764339","0.22","NK","none","nnls"
"273","0.187149434226937","0.2","Bcell","none","nnls"
"274","0.0895667370376878","0.11","CD4T","none","nnls"
"275","0.181703268952392","0.2","CD8T","none","nnls"
"276","0.0981206936624096","0.1","Mono","none","nnls"
"277","0.0518501221833864","0.06","Neu","none","nnls"
"278","0.15988052117145","0.15","NK","none","nnls"
"279","0.237869427602951","0.26","Bcell","none","nnls"
"280","0.182073515439846","0.18","CD4T","none","nnls"
"281","0.111145793275502","0.13","CD8T","none","nnls"
"282","0.23299372651245","0.22","Mono","none","nnls"
"283","0.266012380450303","0.25","Neu","none","nnls"
"284","0.121318724844811","0.12","NK","none","nnls"
"285","0.145358480438079","0.16","Bcell","none","nnls"
"286","0.114621360488809","0.13","CD4T","none","nnls"
"287","0.107320494480402","0.11","CD8T","none","nnls"
"288","0.22722819273938","0.23","Mono","none","nnls"
"289","0.224484519951418","0.21","Neu","none","bvls"
"290","0.164927670361744","0.15","NK","none","bvls"
"291","0.171287454611343","0.19","Bcell","none","bvls"
"292","0.0444092888898676","0.07","CD4T","none","bvls"
"293","0.163220909168231","0.19","CD8T","none","bvls"
"294","0.201907283780723","0.19","Mono","none","bvls"
"295","0.702638618268322","0.7","Neu","none","bvls"
"296","0","0.02","NK","none","bvls"
"297","0.0198675623605514","0.04","Bcell","none","bvls"
"298","0.153582706951734","0.15","CD4T","none","bvls"
"299","0.0276592200303289","0.04","CD8T","none","bvls"
"300","0.0473831668225177","0.05","Mono","none","bvls"
"301","0.756610695584858","0.73","Neu","none","bvls"
"302","0","0","NK","none","bvls"
"303","0.00563424449130759","0.02","Bcell","none","bvls"
"304","0.0864808942652643","0.09","CD4T","none","bvls"
"305","0.0444381325916232","0.06","CD8T","none","bvls"
"306","0.106713925033095","0.1","Mono","none","bvls"
"307","0.652780779028298","0.63","Neu","none","bvls"
"308","0.00754263188914071","0.02","NK","none","bvls"
"309","0","0.01","Bcell","none","bvls"
"310","0.15338426237872","0.16","CD4T","none","bvls"
"311","0.115728846132441","0.11","CD8T","none","bvls"
"312","0.0680226095522228","0.07","Mono","none","bvls"
"313","0.113945049640757","0.11","Neu","none","bvls"
"314","0.174284970892019","0.15","NK","none","bvls"
"315","0.0527400697593414","0.07","Bcell","none","bvls"
"316","0.144925642908847","0.16","CD4T","none","bvls"
"317","0.248445663910347","0.29","CD8T","none","bvls"
"318","0.240760175161431","0.22","Mono","none","bvls"
"319","0.688079752357653","0.67","Neu","none","bvls"
"320","0.00477892155247389","0.03","NK","none","bvls"
"321","0","0.02","Bcell","none","bvls"
"322","0.135375690777975","0.14","CD4T","none","bvls"
"323","0.0636221556965189","0.08","CD8T","none","bvls"
"324","0.0616835398336891","0.06","Mono","none","bvls"
"325","0.249985883255283","0.23","Neu","none","bvls"
"326","0.126362279573766","0.11","NK","none","bvls"
"327","0.0665692630268044","0.08","Bcell","none","bvls"
"328","0.0339956072925045","0.06","CD4T","none","bvls"
"329","0.300560982152666","0.33","CD8T","none","bvls"
"330","0.207831032692642","0.19","Mono","none","bvls"
"331","0.666305775467829","0.66","Neu","none","bvls"
"332","0.0709190505176045","0.07","NK","none","bvls"
"333","0.0492263849252222","0.06","Bcell","none","bvls"
"334","0.121364820473494","0.12","CD4T","none","bvls"
"335","0.0420054997604282","0.05","CD8T","none","bvls"
"336","0.0401192031708982","0.04","Mono","none","bvls"
"337","0.767637827582955","0.75","Neu","none","bvls"
"338","0.0299161653595476","0.04","NK","none","bvls"
"339","0","0.01","Bcell","none","bvls"
"340","0.13012927552847","0.13","CD4T","none","bvls"
"341","0.0216602071248596","0.02","CD8T","none","bvls"
"342","0.0476991183170761","0.05","Mono","none","bvls"
"343","0.181899244433731","0.17","Neu","none","bvls"
"344","0.239810766764339","0.22","NK","none","bvls"
"345","0.187149434226937","0.2","Bcell","none","bvls"
"346","0.0895667370376879","0.11","CD4T","none","bvls"
"347","0.181703268952392","0.2","CD8T","none","bvls"
"348","0.0981206936624096","0.1","Mono","none","bvls"
"349","0.0518501221833865","0.06","Neu","none","bvls"
"350","0.159880521171449","0.15","NK","none","bvls"
"351","0.237869427602951","0.26","Bcell","none","bvls"
"352","0.182073515439846","0.18","CD4T","none","bvls"
"353","0.111145793275503","0.13","CD8T","none","bvls"
"354","0.23299372651245","0.22","Mono","none","bvls"
"355","0.266012380450303","0.25","Neu","none","bvls"
"356","0.121318724844812","0.12","NK","none","bvls"
"357","0.145358480438079","0.16","Bcell","none","bvls"
"358","0.114621360488809","0.13","CD4T","none","bvls"
"359","0.107320494480401","0.11","CD8T","none","bvls"
"360","0.22722819273938","0.23","Mono","none","bvls"
"361","0.232871950344471","0.21","Neu","none","epidish"
"362","0.167206743537281","0.15","NK","none","epidish"
"363","0.177894611718685","0.19","Bcell","none","epidish"
"364","0.0437798405094313","0.07","CD4T","none","epidish"
"365","0.16605091844211","0.19","CD8T","none","epidish"
"366","0.212195935448022","0.19","Mono","none","epidish"
"367","0.726604901957502","0.7","Neu","none","epidish"
"368","0","0.02","NK","none","epidish"
"369","0.0220651939551714","0.04","Bcell","none","epidish"
"370","0.160374107311916","0.15","CD4T","none","epidish"
"371","0.0403338134171192","0.04","CD8T","none","epidish"
"372","0.0506219833582917","0.05","Mono","none","epidish"
"373","0.750163628199351","0.73","Neu","none","epidish"
"374","0","0","NK","none","epidish"
"375","0.00750247733039401","0.02","Bcell","none","epidish"
"376","0.0863989279538389","0.09","CD4T","none","epidish"
"377","0.0499078946387037","0.06","CD8T","none","epidish"
"378","0.106027071877712","0.1","Mono","none","epidish"
"379","0.658361879327717","0.63","Neu","none","epidish"
"380","0.00611270799457507","0.02","NK","none","epidish"
"381","0","0.01","Bcell","none","epidish"
"382","0.155652410602403","0.16","CD4T","none","epidish"
"383","0.112024250618068","0.11","CD8T","none","epidish"
"384","0.067848751457237","0.07","Mono","none","epidish"
"385","0.11628111321623","0.11","Neu","none","epidish"
"386","0.177069127710226","0.15","NK","none","epidish"
"387","0.0519891711338246","0.07","Bcell","none","epidish"
"388","0.147936511702282","0.16","CD4T","none","epidish"
"389","0.254822142837559","0.29","CD8T","none","epidish"
"390","0.251901933399878","0.22","Mono","none","epidish"
"391","0.702551868077491","0.67","Neu","none","epidish"
"392","0.00932363653767511","0.03","NK","none","epidish"
"393","0","0.02","Bcell","none","epidish"
"394","0.142971108939776","0.14","CD4T","none","epidish"
"395","0.0806126271670975","0.08","CD8T","none","epidish"
"396","0.0645407592779596","0.06","Mono","none","epidish"
"397","0.258160214821994","0.23","Neu","none","epidish"
"398","0.123884388708805","0.11","NK","none","epidish"
"399","0.0650833083800535","0.08","Bcell","none","epidish"
"400","0.0246531062354858","0.06","CD4T","none","epidish"
"401","0.308783507766342","0.33","CD8T","none","epidish"
"402","0.21943547408732","0.19","Mono","none","epidish"
"403","0.687497771651383","0.66","Neu","none","epidish"
"404","0.0696923252134986","0.07","NK","none","epidish"
"405","0.0480014538723872","0.06","Bcell","none","epidish"
"406","0.119944191422555","0.12","CD4T","none","epidish"
"407","0.0343946125017371","0.05","CD8T","none","epidish"
"408","0.0404696453384389","0.04","Mono","none","epidish"
"409","0.767964851457737","0.75","Neu","none","epidish"
"410","0.0319452700662302","0.04","NK","none","epidish"
"411","0","0.01","Bcell","none","epidish"
"412","0.134948239163087","0.13","CD4T","none","epidish"
"413","0.015413690363384","0.02","CD8T","none","epidish"
"414","0.049727948949562","0.05","Mono","none","epidish"
"415","0.188778179287732","0.17","Neu","none","epidish"
"416","0.248781372346464","0.22","NK","none","epidish"
"417","0.194145321791424","0.2","Bcell","none","epidish"
"418","0.0874890011393304","0.11","CD4T","none","epidish"
"419","0.176725662069202","0.2","CD8T","none","epidish"
"420","0.104080463365847","0.1","Mono","none","epidish"
"421","0.0499460473863864","0.06","Neu","none","epidish"
"422","0.166104537823357","0.15","NK","none","epidish"
"423","0.246161207535213","0.26","Bcell","none","epidish"
"424","0.184223363930761","0.18","CD4T","none","epidish"
"425","0.104265927385345","0.13","CD8T","none","epidish"
"426","0.249298915938938","0.22","Mono","none","epidish"
"427","0.277437333200775","0.25","Neu","none","epidish"
"428","0.121054183701892","0.12","NK","none","epidish"
"429","0.149434642041187","0.16","Bcell","none","epidish"
"430","0.113495463338941","0.13","CD4T","none","epidish"
"431","0.0962329981992367","0.11","CD8T","none","epidish"
"432","0.242345379517969","0.23","Mono","none","epidish"
"433","0.224484519951405","0.21","Neu","none","minfi"
"434","0.164927670361749","0.15","NK","none","minfi"
"435","0.171287454611339","0.19","Bcell","none","minfi"
"436","0.044409288889887","0.07","CD4T","none","minfi"
"437","0.163220909168213","0.19","CD8T","none","minfi"
"438","0.201907283780733","0.19","Mono","none","minfi"
"439","0.702638618268322","0.7","Neu","none","minfi"
"440","0","0.02","NK","none","minfi"
"441","0.0198675623605522","0.04","Bcell","none","minfi"
"442","0.15358270695175","0.15","CD4T","none","minfi"
"443","0.0276592200303121","0.04","CD8T","none","minfi"
"444","0.0473831668225188","0.05","Mono","none","minfi"
"445","0.756610695584855","0.73","Neu","none","minfi"
"446","0","0","NK","none","minfi"
"447","0.00563424449130726","0.02","Bcell","none","minfi"
"448","0.0864808942652785","0.09","CD4T","none","minfi"
"449","0.0444381325916031","0.06","CD8T","none","minfi"
"450","0.106713925033106","0.1","Mono","none","minfi"
"451","0.652780779028303","0.63","Neu","none","minfi"
"452","0.00754263188913749","0.02","NK","none","minfi"
"453","0","0.01","Bcell","none","minfi"
"454","0.153384262378724","0.16","CD4T","none","minfi"
"455","0.11572884613244","0.11","CD8T","none","minfi"
"456","0.0680226095522166","0.07","Mono","none","minfi"
"457","0.113945049640747","0.11","Neu","none","minfi"
"458","0.174284970892026","0.15","NK","none","minfi"
"459","0.0527400697593374","0.07","Bcell","none","minfi"
"460","0.144925642908885","0.16","CD4T","none","minfi"
"461","0.248445663910316","0.29","CD8T","none","minfi"
"462","0.240760175161431","0.22","Mono","none","minfi"
"463","0.688079752357648","0.67","Neu","none","minfi"
"464","0.00477892155247312","0.03","NK","none","minfi"
"465","-1.73472347597681e-18","0.02","Bcell","none","minfi"
"466","0.135375690777976","0.14","CD4T","none","minfi"
"467","0.0636221556965189","0.08","CD8T","none","minfi"
"468","0.0616835398336933","0.06","Mono","none","minfi"
"469","0.249985883255286","0.23","Neu","none","minfi"
"470","0.126362279573763","0.11","NK","none","minfi"
"471","0.0665692630268045","0.08","Bcell","none","minfi"
"472","0.033995607292495","0.06","CD4T","none","minfi"
"473","0.300560982152675","0.33","CD8T","none","minfi"
"474","0.207831032692642","0.19","Mono","none","minfi"
"475","0.666305775467828","0.66","Neu","none","minfi"
"476","0.0709190505176129","0.07","NK","none","minfi"
"477","0.0492263849252236","0.06","Bcell","none","minfi"
"478","0.121364820473563","0.12","CD4T","none","minfi"
"479","0.0420054997603502","0.05","CD8T","none","minfi"
"480","0.0401192031709031","0.04","Mono","none","minfi"
"481","0.767637827582955","0.75","Neu","none","minfi"
"482","0.0299161653595531","0.04","NK","none","minfi"
"483","0","0.01","Bcell","none","minfi"
"484","0.130129275528498","0.13","CD4T","none","minfi"
"485","0.0216602071248329","0.02","CD8T","none","minfi"
"486","0.0476991183170693","0.05","Mono","none","minfi"
"487","0.181899244433717","0.17","Neu","none","minfi"
"488","0.23981076676433","0.22","NK","none","minfi"
"489","0.187149434226938","0.2","Bcell","none","minfi"
"490","0.0895667370376793","0.11","CD4T","none","minfi"
"491","0.181703268952399","0.2","CD8T","none","minfi"
"492","0.09812069366243","0.1","Mono","none","minfi"
"493","0.0518501221833911","0.06","Neu","none","minfi"
"494","0.159880521171424","0.15","NK","none","minfi"
"495","0.237869427602947","0.26","Bcell","none","minfi"
"496","0.182073515439804","0.18","CD4T","none","minfi"
"497","0.111145793275565","0.13","CD8T","none","minfi"
"498","0.23299372651245","0.22","Mono","none","minfi"
"499","0.266012380450297","0.25","Neu","none","minfi"
"500","0.12131872484481","0.12","NK","none","minfi"
"501","0.145358480438073","0.16","Bcell","none","minfi"
"502","0.114621360488802","0.13","CD4T","none","minfi"
